"","species","observed","predicted","subplot","plot","year","planted_richness","sown"
"2375","Schizachyrium scoparium",0,0,22,8,6,2,0
"2376","Agropyron repens",48.16667,47.7170844964138,24,8,6,2,1
"2377","Agrostis scabra",15.66667,18.771597531467,24,8,6,2,1
"2378","Andropogon gerardi",0,0,24,8,6,2,0
"2379","Poa pratensis",0,0,24,8,6,2,0
"2380","Schizachyrium scoparium",0,0,24,8,6,2,0
"2381","Agropyron repens",0,0,25,8,6,2,0
"2382","Agrostis scabra",0,19.0394847590816,25,8,6,2,1
"2383","Andropogon gerardi",0,0,25,8,6,2,0
"2384","Poa pratensis",0,0,25,8,6,2,0
"2385","Schizachyrium scoparium",87.575,67.7463730203178,25,8,6,2,1
"2386","Agropyron repens",0,0,26,8,6,2,0
"2387","Agrostis scabra",0.25,19.8248304361469,26,8,6,2,1
"2388","Andropogon gerardi",0,0,26,8,6,2,0
"2389","Poa pratensis",0,0,26,8,6,2,0
"2390","Schizachyrium scoparium",46.175,73.0544976271392,26,8,6,2,1
"2391","Agropyron repens",31.25,27.6989750109434,29,8,6,2,1
"2392","Agrostis scabra",0,0,29,8,6,2,0
"2393","Andropogon gerardi",0,0,29,8,6,2,0
"2394","Poa pratensis",0.975,50.7298553212217,29,8,6,2,1
"2395","Schizachyrium scoparium",0,0,29,8,6,2,0
"2396","Agropyron repens",0,10.6509783833295,30,8,6,2,1
"2397","Agrostis scabra",0,0,30,8,6,2,0
"2398","Andropogon gerardi",0,0,30,8,6,2,0
"2399","Poa pratensis",0,0,30,8,6,2,0
"2400","Schizachyrium scoparium",70.75,71.605614848489,30,8,6,2,1
"2401","Agropyron repens",0,10.7207121410492,31,8,6,2,1
"2402","Agrostis scabra",0,0,31,8,6,2,0
"2403","Andropogon gerardi",0,0,31,8,6,2,0
"2404","Poa pratensis",0,0,31,8,6,2,0
"2405","Schizachyrium scoparium",92.72727,69.6459957632378,31,8,6,2,1
"2406","Agropyron repens",6.63636,28.6227943158403,32,8,6,2,1
"2407","Agrostis scabra",0,0,32,8,6,2,0
"2408","Andropogon gerardi",0,0,32,8,6,2,0
"2409","Poa pratensis",40.72727,52.4493134745477,32,8,6,2,1
"2410","Schizachyrium scoparium",0,0,32,8,6,2,0
"2411","Agropyron repens",43.38889,26.989015956011,33,8,6,2,1
"2412","Agrostis scabra",0,0,33,8,6,2,0
"2413","Andropogon gerardi",0,0,33,8,6,2,0
"2414","Poa pratensis",2.5,49.1955180700858,33,8,6,2,1
"2415","Schizachyrium scoparium",0,0,33,8,6,2,0
"2416","Agropyron repens",0,10.6322114541178,34,8,6,2,1
"2417","Agrostis scabra",0,0,34,8,6,2,0
"2418","Andropogon gerardi",0,0,34,8,6,2,0
"2419","Poa pratensis",0,0,34,8,6,2,0
"2420","Schizachyrium scoparium",74.81818,76.744694575068,34,8,6,2,1
"2421","Agropyron repens",0,0,37,8,6,2,0
"2422","Agrostis scabra",0,0,37,8,6,2,0
"2423","Andropogon gerardi",0,0,37,8,6,2,0
"2424","Poa pratensis",0.63636,28.7497498806477,37,8,6,2,1
"2425","Schizachyrium scoparium",71,73.9370384828353,37,8,6,2,1
"2426","Agropyron repens",25,49.4159395091448,41,8,6,2,1
"2427","Agrostis scabra",73,18.9687324072102,41,8,6,2,1
"2428","Andropogon gerardi",0,0,41,8,6,2,0
"2429","Poa pratensis",0,0,41,8,6,2,0
"2430","Schizachyrium scoparium",0,0,41,8,6,2,0
"2431","Agropyron repens",47,57.4672315062827,42,8,6,2,1
"2432","Agrostis scabra",1.75,20.8214875847453,42,8,6,2,1
"2433","Andropogon gerardi",0,0,42,8,6,2,0
"2434","Poa pratensis",0,0,42,8,6,2,0
"2435","Schizachyrium scoparium",0,0,42,8,6,2,0
"2436","Agropyron repens",54.5,51.9878100836171,43,8,6,2,1
"2437","Agrostis scabra",4.5,19.4112811951462,43,8,6,2,1
"2438","Andropogon gerardi",0,0,43,8,6,2,0
"2439","Poa pratensis",0,0,43,8,6,2,0
"2440","Schizachyrium scoparium",0,0,43,8,6,2,0
"2441","Agropyron repens",55,55.8844121969326,44,8,6,2,1
"2442","Agrostis scabra",0,20.4561954448868,44,8,6,2,1
"2443","Andropogon gerardi",0,0,44,8,6,2,0
"2444","Poa pratensis",0,0,44,8,6,2,0
"2445","Schizachyrium scoparium",0,0,44,8,6,2,0
"2446","Agropyron repens",36.5,52.1572311580184,45,8,6,2,1
"2447","Agrostis scabra",0.5,19.4481448552829,45,8,6,2,1
"2448","Andropogon gerardi",0,0,45,8,6,2,0
"2449","Poa pratensis",0,0,45,8,6,2,0
"2450","Schizachyrium scoparium",0,0,45,8,6,2,0
"2451","Agropyron repens",57.75,49.9139248237957,47,8,6,2,1
"2452","Agrostis scabra",11.25,19.2879618070725,47,8,6,2,1
"2453","Andropogon gerardi",0,0,47,8,6,2,0
"2454","Poa pratensis",0,0,47,8,6,2,0
"2455","Schizachyrium scoparium",0,0,47,8,6,2,0
"2456","Agropyron repens",83.81818,56.3206023266908,48,8,6,2,1
"2457","Agrostis scabra",6.63636,20.2560495042747,48,8,6,2,1
"2458","Andropogon gerardi",0,0,48,8,6,2,0
"2459","Poa pratensis",0,0,48,8,6,2,0
"2460","Schizachyrium scoparium",0,0,48,8,6,2,0
"2461","Agropyron repens",81.75,50.2084331059413,49,8,6,2,1
"2462","Agrostis scabra",12.25,19.304606921934,49,8,6,2,1
"2463","Andropogon gerardi",0,0,49,8,6,2,0
"2464","Poa pratensis",0,0,49,8,6,2,0
"2465","Schizachyrium scoparium",0,0,49,8,6,2,0
"2466","Agropyron repens",41.25,48.2548216766943,50,8,6,2,1
"2467","Agrostis scabra",1.275,18.6458456335747,50,8,6,2,1
"2468","Andropogon gerardi",0,0,50,8,6,2,0
"2469","Poa pratensis",0,0,50,8,6,2,0
"2470","Schizachyrium scoparium",0,0,50,8,6,2,0
"2471","Agropyron repens",38.25,52.0644365513881,51,8,6,2,1
"2472","Agrostis scabra",7.25,19.5187716052233,51,8,6,2,1
"2473","Andropogon gerardi",0,0,51,8,6,2,0
"2474","Poa pratensis",0,0,51,8,6,2,0
"2475","Schizachyrium scoparium",0,0,51,8,6,2,0
"2476","Agropyron repens",0,0,54,8,6,2,0
"2477","Agrostis scabra",0,31.1576715188201,54,8,6,2,1
"2478","Andropogon gerardi",57.375,67.7078634081424,54,8,6,2,1
"2479","Poa pratensis",0,0,54,8,6,2,0
"2480","Schizachyrium scoparium",0,0,54,8,6,2,0
"2481","Agropyron repens",0,0,55,8,6,2,0
"2482","Agrostis scabra",0,0,55,8,6,2,0
"2483","Andropogon gerardi",0,0,55,8,6,2,0
"2484","Poa pratensis",0,26.7457275953143,55,8,6,2,1
"2485","Schizachyrium scoparium",68.375,68.4186391732893,55,8,6,2,1
"2486","Agropyron repens",0,8.96595994358212,57,8,6,2,1
"2487","Agrostis scabra",0,0,57,8,6,2,0
"2488","Andropogon gerardi",0,0,57,8,6,2,0
"2489","Poa pratensis",0,0,57,8,6,2,0
"2490","Schizachyrium scoparium",50.25,62.1937474909814,57,8,6,2,1
"2491","Agropyron repens",0,10.9334865582325,58,8,6,2,1
"2492","Agrostis scabra",0,0,58,8,6,2,0
"2493","Andropogon gerardi",0,0,58,8,6,2,0
"2494","Poa pratensis",0,0,58,8,6,2,0
"2495","Schizachyrium scoparium",70.65,71.5029593079358,58,8,6,2,1
"2496","Agropyron repens",52.72727,29.2957785041842,60,8,6,2,1
"2497","Agrostis scabra",0,0,60,8,6,2,0
"2498","Andropogon gerardi",0,0,60,8,6,2,0
"2499","Poa pratensis",1.72727,53.393753837929,60,8,6,2,1
"2500","Schizachyrium scoparium",0,0,60,8,6,2,0
"2501","Agropyron repens",47.775,27.6996828186648,63,8,6,2,1
"2502","Agrostis scabra",0,0,63,8,6,2,0
"2503","Andropogon gerardi",0,0,63,8,6,2,0
"2504","Poa pratensis",1.025,50.5276070680077,63,8,6,2,1
"2505","Schizachyrium scoparium",0,0,63,8,6,2,0
"2506","Agropyron repens",0,0,2,9,6,2,0
"2507","Agrostis scabra",0.375,20.5722773057728,2,9,6,2,1
"2508","Andropogon gerardi",0,0,2,9,6,2,0
"2509","Poa pratensis",0,0,2,9,6,2,0
"2510","Schizachyrium scoparium",119.45,80.7066781370652,2,9,6,2,1
"2511","Agropyron repens",0,0,4,9,6,2,0
"2512","Agrostis scabra",0.75,33.6621048068876,4,9,6,2,1
"2513","Andropogon gerardi",68.775,79.4575999938653,4,9,6,2,1
"2514","Poa pratensis",0,0,4,9,6,2,0
"2515","Schizachyrium scoparium",0,0,4,9,6,2,0
"2516","Agropyron repens",46.18182,58.3719430428007,5,9,6,2,1
"2517","Agrostis scabra",15.21818,20.6662901121396,5,9,6,2,1
"2518","Andropogon gerardi",0,0,5,9,6,2,0
"2519","Poa pratensis",0,0,5,9,6,2,0
"2520","Schizachyrium scoparium",0,0,5,9,6,2,0
"2521","Agropyron repens",0,50.2973140518784,6,9,6,2,1
"2522","Agrostis scabra",64.25,19.167146576746,6,9,6,2,1
"2523","Andropogon gerardi",0,0,6,9,6,2,0
"2524","Poa pratensis",0,0,6,9,6,2,0
"2525","Schizachyrium scoparium",0,0,6,9,6,2,0
"2526","Agropyron repens",46.44444,42.3631181835429,7,9,6,2,1
"2527","Agrostis scabra",2.22222,17.5919855379347,7,9,6,2,1
"2528","Andropogon gerardi",0,0,7,9,6,2,0
"2529","Poa pratensis",0,0,7,9,6,2,0
"2530","Schizachyrium scoparium",0,0,7,9,6,2,0
"2531","Agropyron repens",46,50.3511062174652,8,9,6,2,1
"2532","Agrostis scabra",0,19.0798230690169,8,9,6,2,1
"2533","Andropogon gerardi",0,0,8,9,6,2,0
"2534","Poa pratensis",0,0,8,9,6,2,0
"2535","Schizachyrium scoparium",0,0,8,9,6,2,0
"2536","Agropyron repens",0,0,11,9,6,2,0
"2537","Agrostis scabra",0,0,11,9,6,2,0
"2538","Andropogon gerardi",0,0,11,9,6,2,0
"2539","Poa pratensis",0.36111,30.0162659024724,11,9,6,2,1
"2540","Schizachyrium scoparium",193.16667,77.1774580374693,11,9,6,2,1
"2541","Agropyron repens",0,0,13,9,6,2,0
"2542","Agrostis scabra",0,36.4852610742949,13,9,6,2,1
"2543","Andropogon gerardi",68.5,98.9902607426875,13,9,6,2,1
"2544","Poa pratensis",0,0,13,9,6,2,0
"2545","Schizachyrium scoparium",0,0,13,9,6,2,0
"2546","Agropyron repens",0,0,14,9,6,2,0
"2547","Agrostis scabra",0,21.4036361873691,14,9,6,2,1
"2548","Andropogon gerardi",0,0,14,9,6,2,0
"2549","Poa pratensis",0,0,14,9,6,2,0
"2550","Schizachyrium scoparium",160,89.0181146358107,14,9,6,2,1
"2551","Agropyron repens",63.25,62.8418931153936,17,9,6,2,1
"2552","Agrostis scabra",0,21.8288792189134,17,9,6,2,1
"2553","Andropogon gerardi",0,0,17,9,6,2,0
"2554","Poa pratensis",0,0,17,9,6,2,0
"2555","Schizachyrium scoparium",0,0,17,9,6,2,0
"2556","Agropyron repens",68.75,61.3294336312065,18,9,6,2,1
"2557","Agrostis scabra",0,21.1804536196156,18,9,6,2,1
"2558","Andropogon gerardi",0,0,18,9,6,2,0
"2559","Poa pratensis",0,0,18,9,6,2,0
"2560","Schizachyrium scoparium",0,0,18,9,6,2,0
"2561","Agropyron repens",0,11.6331371962873,19,9,6,2,1
"2562","Agrostis scabra",0,0,19,9,6,2,0
"2563","Andropogon gerardi",0,0,19,9,6,2,0
"2564","Poa pratensis",0,0,19,9,6,2,0
"2565","Schizachyrium scoparium",93.5,86.5684148743801,19,9,6,2,1
"2566","Agropyron repens",0,11.3715191906369,20,9,6,2,1
"2567","Agrostis scabra",0,0,20,9,6,2,0
"2568","Andropogon gerardi",0,0,20,9,6,2,0
"2569","Poa pratensis",0,0,20,9,6,2,0
"2570","Schizachyrium scoparium",88.90909,77.8544555069023,20,9,6,2,1
"2571","Agropyron repens",67,60.8227141663916,21,9,6,2,1
"2572","Agrostis scabra",0,21.2025403429338,21,9,6,2,1
"2573","Andropogon gerardi",0,0,21,9,6,2,0
"2574","Poa pratensis",0,0,21,9,6,2,0
"2575","Schizachyrium scoparium",0,0,21,9,6,2,0
"2576","Agropyron repens",100.5,60.348486704481,22,9,6,2,1
"2577","Agrostis scabra",0,21.368009847708,22,9,6,2,1
"2578","Andropogon gerardi",0,0,22,9,6,2,0
"2579","Poa pratensis",0,0,22,9,6,2,0
"2580","Schizachyrium scoparium",0,0,22,9,6,2,0
"2581","Agropyron repens",53.75,57.4393082710916,25,9,6,2,1
"2582","Agrostis scabra",0.25,20.4719745716954,25,9,6,2,1
"2583","Andropogon gerardi",0,0,25,9,6,2,0
"2584","Poa pratensis",0,0,25,9,6,2,0
"2585","Schizachyrium scoparium",0,0,25,9,6,2,0
"2586","Agropyron repens",34.525,61.13660530855,26,9,6,2,1
"2587","Agrostis scabra",0,21.2550326713322,26,9,6,2,1
"2588","Andropogon gerardi",0,0,26,9,6,2,0
"2589","Poa pratensis",0,0,26,9,6,2,0
"2590","Schizachyrium scoparium",0,0,26,9,6,2,0
"2591","Agropyron repens",0,34.6890229453926,28,9,6,2,1
"2592","Agrostis scabra",0,0,28,9,6,2,0
"2593","Andropogon gerardi",0,0,28,9,6,2,0
"2594","Poa pratensis",62.81818,63.7002474598474,28,9,6,2,1
"2595","Schizachyrium scoparium",0,0,28,9,6,2,0
"2596","Agropyron repens",0,11.357988557083,29,9,6,2,1
"2597","Agrostis scabra",0,0,29,9,6,2,0
"2598","Andropogon gerardi",0,0,29,9,6,2,0
"2599","Poa pratensis",0,0,29,9,6,2,0
"2600","Schizachyrium scoparium",141.75,83.1988744764587,29,9,6,2,1
"2601","Agropyron repens",45.36364,36.5794013779253,30,9,6,2,1
"2602","Agrostis scabra",0,0,30,9,6,2,0
"2603","Andropogon gerardi",0,0,30,9,6,2,0
"2604","Poa pratensis",1.27273,67.1258706227504,30,9,6,2,1
"2605","Schizachyrium scoparium",0,0,30,9,6,2,0
"2606","Agropyron repens",44.525,35.3457582496671,31,9,6,2,1
"2607","Agrostis scabra",0,0,31,9,6,2,0
"2608","Andropogon gerardi",0,0,31,9,6,2,0
"2609","Poa pratensis",2.325,64.9668964833389,31,9,6,2,1
"2610","Schizachyrium scoparium",0,0,31,9,6,2,0
"2611","Agropyron repens",0.22727,11.1673822252851,32,9,6,2,1
"2612","Agrostis scabra",0,0,32,9,6,2,0
"2613","Andropogon gerardi",0,0,32,9,6,2,0
"2614","Poa pratensis",0,0,32,9,6,2,0
"2615","Schizachyrium scoparium",111.45455,83.4264352467545,32,9,6,2,1
"2616","Agropyron repens",54.25,36.6497979853815,33,9,6,2,1
"2617","Agrostis scabra",0,0,33,9,6,2,0
"2618","Andropogon gerardi",0,0,33,9,6,2,0
"2619","Poa pratensis",3.05,67.4099821122748,33,9,6,2,1
"2620","Schizachyrium scoparium",0,0,33,9,6,2,0
"2621","Agropyron repens",0,12.8640523623832,36,9,6,2,1
"2622","Agrostis scabra",0,0,36,9,6,2,0
"2623","Andropogon gerardi",0,0,36,9,6,2,0
"2624","Poa pratensis",0,0,36,9,6,2,0
"2625","Schizachyrium scoparium",64.75,88.6531929898494,36,9,6,2,1
"2626","Agropyron repens",0,0,37,9,6,2,0
"2627","Agrostis scabra",0,0,37,9,6,2,0
"2628","Andropogon gerardi",0,0,37,9,6,2,0
"2629","Poa pratensis",0,37.0181188203996,37,9,6,2,1
"2630","Schizachyrium scoparium",162.425,97.0548678028797,37,9,6,2,1
"2631","Agropyron repens",0,0,40,9,6,2,0
"2632","Agrostis scabra",0,0,40,9,6,2,0
"2633","Andropogon gerardi",0,0,40,9,6,2,0
"2634","Poa pratensis",6.61818,33.3232229116962,40,9,6,2,1
"2635","Schizachyrium scoparium",74,86.6815170306535,40,9,6,2,1
"2636","Agropyron repens",0,0,41,9,6,2,0
"2637","Agrostis scabra",0,0,41,9,6,2,0
"2638","Andropogon gerardi",0,0,41,9,6,2,0
"2639","Poa pratensis",0,36.9998705580746,41,9,6,2,1
"2640","Schizachyrium scoparium",120.625,96.7162948669046,41,9,6,2,1
"2641","Agropyron repens",0,0,46,9,6,2,0
"2642","Agrostis scabra",0,21.1253225943016,46,9,6,2,1
"2643","Andropogon gerardi",0,0,46,9,6,2,0
"2644","Poa pratensis",0,0,46,9,6,2,0
"2645","Schizachyrium scoparium",125.5,84.7765447105315,46,9,6,2,1
"2646","Agropyron repens",0,0,47,9,6,2,0
"2647","Agrostis scabra",0,33.8901236885393,47,9,6,2,1
"2648","Andropogon gerardi",99.45,84.7813691798938,47,9,6,2,1
"2649","Poa pratensis",0,0,47,9,6,2,0
"2650","Schizachyrium scoparium",0,0,47,9,6,2,0
"2651","Agropyron repens",55.36364,62.7683842083955,49,9,6,2,1
"2652","Agrostis scabra",0,21.7567275101374,49,9,6,2,1
"2653","Andropogon gerardi",0,0,49,9,6,2,0
"2654","Poa pratensis",0,0,49,9,6,2,0
"2655","Schizachyrium scoparium",0,0,49,9,6,2,0
"2656","Agropyron repens",43.25,52.2138391825841,51,9,6,2,1
"2657","Agrostis scabra",0,19.5539671161657,51,9,6,2,1
"2658","Andropogon gerardi",0,0,51,9,6,2,0
"2659","Poa pratensis",0,0,51,9,6,2,0
"2660","Schizachyrium scoparium",0,0,51,9,6,2,0
"2661","Agropyron repens",51.25,57.0109030106446,52,9,6,2,1
"2662","Agrostis scabra",0,20.7378201881441,52,9,6,2,1
"2663","Andropogon gerardi",0,0,52,9,6,2,0
"2664","Poa pratensis",0,0,52,9,6,2,0
"2665","Schizachyrium scoparium",0,0,52,9,6,2,0
"2666","Agropyron repens",54.875,54.9996761201685,53,9,6,2,1
"2667","Agrostis scabra",0,20.0024888125612,53,9,6,2,1
"2668","Andropogon gerardi",0,0,53,9,6,2,0
"2669","Poa pratensis",0,0,53,9,6,2,0
"2670","Schizachyrium scoparium",0,0,53,9,6,2,0
"2671","Agropyron repens",53.75,51.4032613506738,54,9,6,2,1
"2672","Agrostis scabra",0,19.5489995797777,54,9,6,2,1
"2673","Andropogon gerardi",0,0,54,9,6,2,0
"2674","Poa pratensis",0,0,54,9,6,2,0
"2675","Schizachyrium scoparium",0,0,54,9,6,2,0
"2676","Agropyron repens",21.44444,34.7325574216436,56,9,6,2,1
"2677","Agrostis scabra",0,0,56,9,6,2,0
"2678","Andropogon gerardi",0,0,56,9,6,2,0
"2679","Poa pratensis",43.72222,63.8094940406111,56,9,6,2,1
"2680","Schizachyrium scoparium",0,0,56,9,6,2,0
"2681","Agropyron repens",29.475,31.9220008970795,58,9,6,2,1
"2682","Agrostis scabra",0,0,58,9,6,2,0
"2683","Andropogon gerardi",0,0,58,9,6,2,0
"2684","Poa pratensis",6.575,58.4735997321255,58,9,6,2,1
"2685","Schizachyrium scoparium",0,0,58,9,6,2,0
"2686","Agropyron repens",0,9.81742516592664,59,9,6,2,1
"2687","Agrostis scabra",0,0,59,9,6,2,0
"2688","Andropogon gerardi",0,0,59,9,6,2,0
"2689","Poa pratensis",0,0,59,9,6,2,0
"2690","Schizachyrium scoparium",92.77778,69.022366340578,59,9,6,2,1
"2691","Agropyron repens",0,0,63,9,6,2,0
"2692","Agrostis scabra",0,0,63,9,6,2,0
"2693","Andropogon gerardi",0,0,63,9,6,2,0
"2694","Poa pratensis",0,25.5347289509013,63,9,6,2,1
"2695","Schizachyrium scoparium",65.5,64.8593739075852,63,9,6,2,1
"2696","Agropyron repens",0,0,64,9,6,2,0
"2697","Agrostis scabra",0,0,64,9,6,2,0
"2698","Andropogon gerardi",0,0,64,9,6,2,0
"2699","Poa pratensis",0.15455,26.1646987241605,64,9,6,2,1
"2700","Schizachyrium scoparium",60,66.7392550980975,64,9,6,2,1
"2701","Agropyron repens",0,2.33548545188223,24,1,6,3,1
"2702","Agrostis scabra",0,0,24,1,6,3,0
"2703","Andropogon gerardi",0,0,24,1,6,3,0
"2704","Poa pratensis",0.3,48.3395830344616,24,1,6,3,1
"2705","Schizachyrium scoparium",240.5,129.292606560819,24,1,6,3,1
"2706","Agropyron repens",0,2.27257808811364,29,1,6,3,1
"2707","Agrostis scabra",0,0,29,1,6,3,0
"2708","Andropogon gerardi",0,0,29,1,6,3,0
"2709","Poa pratensis",3.75,43.2943248592148,29,1,6,3,1
"2710","Schizachyrium scoparium",276.5,114.803915918494,29,1,6,3,1
"2711","Agropyron repens",0,1.65603752802462,24,2,6,3,1
"2712","Agrostis scabra",0,0,24,2,6,3,0
"2713","Andropogon gerardi",0,0,24,2,6,3,0
"2714","Poa pratensis",0.25,17.8642558896461,24,2,6,3,1
"2715","Schizachyrium scoparium",72.5,44.2661923211203,24,2,6,3,1
"2716","Agropyron repens",0,2.3026679261522,46,2,6,3,1
"2717","Agrostis scabra",0,0,46,2,6,3,0
"2718","Andropogon gerardi",0,0,46,2,6,3,0
"2719","Poa pratensis",0,21.6452240255031,46,2,6,3,1
"2720","Schizachyrium scoparium",43.75,54.2429157360044,46,2,6,3,1
"2721","Agropyron repens",0,1.55770820639106,53,3,6,3,1
"2722","Agrostis scabra",0,0,53,3,6,3,0
"2723","Andropogon gerardi",0,0,53,3,6,3,0
"2724","Poa pratensis",5.75,10.6964129553215,53,3,6,3,1
"2725","Schizachyrium scoparium",119,25.4009998469965,53,3,6,3,1
"2726","Agropyron repens",0,1.25110199308713,62,3,6,3,1
"2727","Agrostis scabra",0,0,62,3,6,3,0
"2728","Andropogon gerardi",0,0,62,3,6,3,0
"2729","Poa pratensis",0,10.9331236348128,62,3,6,3,1
"2730","Schizachyrium scoparium",89.25,26.1635254455081,62,3,6,3,1
"2731","Agropyron repens",0,2.87968893803859,8,4,6,3,1
"2732","Agrostis scabra",0,0,8,4,6,3,0
"2733","Andropogon gerardi",0,0,8,4,6,3,0
"2734","Poa pratensis",0.1,36.2220891509123,8,4,6,3,1
"2735","Schizachyrium scoparium",133,94.5604571172975,8,4,6,3,1
"2736","Agropyron repens",0,2.15328849994105,32,4,6,3,1
"2737","Agrostis scabra",0,0,32,4,6,3,0
"2738","Andropogon gerardi",0,0,32,4,6,3,0
"2739","Poa pratensis",0.475,36.784670475024,32,4,6,3,1
"2740","Schizachyrium scoparium",193.5,96.3983175840681,32,4,6,3,1
"2741","Agropyron repens",0,2.19922916937882,10,5,6,3,1
"2742","Agrostis scabra",0,0,10,5,6,3,0
"2743","Andropogon gerardi",0,0,10,5,6,3,0
"2744","Poa pratensis",0,19.5780245563121,10,5,6,3,1
"2745","Schizachyrium scoparium",29.45,48.9208461310893,10,5,6,3,1
"2746","Agropyron repens",6.775,2.16321318013412,40,5,6,3,1
"2747","Agrostis scabra",0,0,40,5,6,3,0
"2748","Andropogon gerardi",0,0,40,5,6,3,0
"2749","Poa pratensis",0,18.9394612075543,40,5,6,3,1
"2750","Schizachyrium scoparium",47.925,47.2083142791612,40,5,6,3,1
"2751","Agropyron repens",2,2.37876506603652,22,6,6,3,1
"2752","Agrostis scabra",0,0,22,6,6,3,0
"2753","Andropogon gerardi",0,0,22,6,6,3,0
"2754","Poa pratensis",0,58.0753760071871,22,6,6,3,1
"2755","Schizachyrium scoparium",457.75,157.665614335324,22,6,6,3,1
"2756","Agropyron repens",0.1,2.4190083151836,54,6,6,3,1
"2757","Agrostis scabra",0,0,54,6,6,3,0
"2758","Andropogon gerardi",0,0,54,6,6,3,0
"2759","Poa pratensis",11.5,61.0165929693204,54,6,6,3,1
"2760","Schizachyrium scoparium",583.5,166.20244556445,54,6,6,3,1
"2761","Agropyron repens",0,2.89512412160999,31,7,6,3,1
"2762","Agrostis scabra",0,0,31,7,6,3,0
"2763","Andropogon gerardi",0,0,31,7,6,3,0
"2764","Poa pratensis",0,36.3358029283465,31,7,6,3,1
"2765","Schizachyrium scoparium",126,94.8465752321968,31,7,6,3,1
"2766","Agropyron repens",0,2.07417802115645,57,7,6,3,1
"2767","Agrostis scabra",0,0,57,7,6,3,0
"2768","Andropogon gerardi",0,0,57,7,6,3,0
"2769","Poa pratensis",0,32.8529102188208,57,7,6,3,1
"2770","Schizachyrium scoparium",149,85.3517011740082,57,7,6,3,1
"2771","Agropyron repens",0,2.72609133531128,35,8,6,3,1
"2772","Agrostis scabra",0,0,35,8,6,3,0
"2773","Andropogon gerardi",0,0,35,8,6,3,0
"2774","Poa pratensis",0.25,31.131328758047,35,8,6,3,1
"2775","Schizachyrium scoparium",144,80.5611933502141,35,8,6,3,1
"2776","Agropyron repens",0,2.41788980261289,61,8,6,3,1
"2777","Agrostis scabra",0,0,61,8,6,3,0
"2778","Andropogon gerardi",0,0,61,8,6,3,0
"2779","Poa pratensis",0,23.799022458922,61,8,6,3,1
"2780","Schizachyrium scoparium",36,60.0905601750076,61,8,6,3,1
"2781","Agropyron repens",0,2.06383441790392,24,9,6,3,1
"2782","Agrostis scabra",0,0,24,9,6,3,0
"2783","Andropogon gerardi",0,0,24,9,6,3,0
"2784","Poa pratensis",1.15,31.4086682070358,24,9,6,3,1
"2785","Schizachyrium scoparium",74.25,81.2446765808265,24,9,6,3,1
"2786","Agropyron repens",0,1.91775716359494,62,9,6,3,1
"2787","Agrostis scabra",0,0,62,9,6,3,0
"2788","Andropogon gerardi",0,0,62,9,6,3,0
"2789","Poa pratensis",0,26.3985654648079,62,9,6,3,1
"2790","Schizachyrium scoparium",72,67.4521631588149,62,9,6,3,1
"2791","Agropyron repens",0,0.068985219360747,19,1,6,5,1
"2792","Agrostis scabra",0,0.103382387586291,19,1,6,5,1
"2793","Andropogon gerardi",199.75,89.9529019163763,19,1,6,5,1
"2794","Poa pratensis",4.25,30.5881809055698,19,1,6,5,1
"2795","Schizachyrium scoparium",32.75,148.590093015825,19,1,6,5,1
"2796","Agropyron repens",0,0.0665104036890667,40,1,6,5,1
"2797","Agrostis scabra",0,0.163116466738026,40,1,6,5,1
"2798","Andropogon gerardi",38.75,85.1094543456906,40,1,6,5,1
"2799","Poa pratensis",0.075,27.0659449158407,40,1,6,5,1
"2800","Schizachyrium scoparium",205.75,137.289594777958,40,1,6,5,1
"2801","Agropyron repens",0,0.171197520178539,30,2,6,5,1
"2802","Agrostis scabra",0,2.28157738188864,30,2,6,5,1
"2803","Andropogon gerardi",33.75,27.5950758606445,30,2,6,5,1
"2804","Poa pratensis",0.1,13.6872481666428,30,2,6,5,1
"2805","Schizachyrium scoparium",57.25,54.106205815744,30,2,6,5,1
"2806","Agropyron repens",0,0.175097787724886,48,2,6,5,1
"2807","Agrostis scabra",0,2.33339542678325,48,2,6,5,1
"2808","Andropogon gerardi",17,27.1688202500713,48,2,6,5,1
"2809","Poa pratensis",0,13.7781599177712,48,2,6,5,1
"2810","Schizachyrium scoparium",51.25,53.3993677117247,48,2,6,5,1
"2811","Agropyron repens",0,0.273756871670591,55,3,6,5,1
"2812","Agrostis scabra",0,4.29742570394833,55,3,6,5,1
"2813","Andropogon gerardi",37.5,10.9157512037472,55,3,6,5,1
"2814","Poa pratensis",0.325,7.53882139736987,55,3,6,5,1
"2815","Schizachyrium scoparium",13,25.4508490156957,55,3,6,5,1
"2816","Agropyron repens",0,0.254766827823753,59,3,6,5,1
"2817","Agrostis scabra",2,4.59855230002092,59,3,6,5,1
"2818","Andropogon gerardi",29.5,11.1699400806613,59,3,6,5,1
"2819","Poa pratensis",0.375,8.6005156348209,59,3,6,5,1
"2820","Schizachyrium scoparium",14.5,27.9102157343071,59,3,6,5,1
"2821","Agropyron repens",0,0.090198246173397,15,4,6,5,1
"2822","Agrostis scabra",0,0.27686480452455,15,4,6,5,1
"2823","Andropogon gerardi",165.75,62.4766572103006,15,4,6,5,1
"2824","Poa pratensis",0.175,22.6098928768095,15,4,6,5,1
"2825","Schizachyrium scoparium",125.25,106.191153168129,15,4,6,5,1
"2826","Agropyron repens",0,0.138574279317887,16,4,6,5,1
