"","species","observed","predicted","subplot","plot","year","planted_richness","sown"
"995","Schizachyrium scoparium",287.75,168.851196729339,14,1,6,2,1
"996","Agropyron repens",0,0,16,1,6,2,0
"997","Agrostis scabra",0,42.6343646793431,16,1,6,2,1
"998","Andropogon gerardi",230.25,138.470712282463,16,1,6,2,1
"999","Poa pratensis",0,0,16,1,6,2,0
"1000","Schizachyrium scoparium",0,0,16,1,6,2,0
"1001","Agropyron repens",3.5,16.2410782214628,17,1,6,2,1
"1002","Agrostis scabra",0,0,17,1,6,2,0
"1003","Andropogon gerardi",0,0,17,1,6,2,0
"1004","Poa pratensis",0,0,17,1,6,2,0
"1005","Schizachyrium scoparium",207.77779,139.111249651436,17,1,6,2,1
"1006","Agropyron repens",27.25,60.4319761057046,18,1,6,2,1
"1007","Agrostis scabra",0,0,18,1,6,2,0
"1008","Andropogon gerardi",0,0,18,1,6,2,0
"1009","Poa pratensis",151.75,112.803589177689,18,1,6,2,1
"1010","Schizachyrium scoparium",0,0,18,1,6,2,0
"1011","Agropyron repens",79.09091,83.4531859876683,20,1,6,2,1
"1012","Agrostis scabra",1.72727,24.6054800125659,20,1,6,2,1
"1013","Andropogon gerardi",0,0,20,1,6,2,0
"1014","Poa pratensis",0,0,20,1,6,2,0
"1015","Schizachyrium scoparium",0,0,20,1,6,2,0
"1016","Agropyron repens",0,18.2467876546753,21,1,6,2,1
"1017","Agrostis scabra",0,0,21,1,6,2,0
"1018","Andropogon gerardi",0,0,21,1,6,2,0
"1019","Poa pratensis",0,0,21,1,6,2,0
"1020","Schizachyrium scoparium",189.75,142.327984088843,21,1,6,2,1
"1021","Agropyron repens",0,17.3012397985211,26,1,6,2,1
"1022","Agrostis scabra",0,0,26,1,6,2,0
"1023","Andropogon gerardi",0,0,26,1,6,2,0
"1024","Poa pratensis",0,0,26,1,6,2,0
"1025","Schizachyrium scoparium",207.5,131.645678269459,26,1,6,2,1
"1026","Agropyron repens",100.11111,92.2519641424916,27,1,6,2,1
"1027","Agrostis scabra",0,26.2976243878861,27,1,6,2,1
"1028","Andropogon gerardi",0,0,27,1,6,2,0
"1029","Poa pratensis",0,0,27,1,6,2,0
"1030","Schizachyrium scoparium",0,0,27,1,6,2,0
"1031","Agropyron repens",92.45455,82.4364847313122,28,1,6,2,1
"1032","Agrostis scabra",0,24.4531407878495,28,1,6,2,1
"1033","Andropogon gerardi",0,0,28,1,6,2,0
"1034","Poa pratensis",0,0,28,1,6,2,0
"1035","Schizachyrium scoparium",0,0,28,1,6,2,0
"1036","Agropyron repens",96.75,90.9047868838059,31,1,6,2,1
"1037","Agrostis scabra",0.025,25.7494796679569,31,1,6,2,1
"1038","Andropogon gerardi",0,0,31,1,6,2,0
"1039","Poa pratensis",0,0,31,1,6,2,0
"1040","Schizachyrium scoparium",0,0,31,1,6,2,0
"1041","Agropyron repens",110.75,81.5719943507068,32,1,6,2,1
"1042","Agrostis scabra",0,24.8616552234802,32,1,6,2,1
"1043","Andropogon gerardi",0,0,32,1,6,2,0
"1044","Poa pratensis",0,0,32,1,6,2,0
"1045","Schizachyrium scoparium",0,0,32,1,6,2,0
"1046","Agropyron repens",0,0,35,1,6,2,0
"1047","Agrostis scabra",0,24.6429330575823,35,1,6,2,1
"1048","Andropogon gerardi",0,0,35,1,6,2,0
"1049","Poa pratensis",0,0,35,1,6,2,0
"1050","Schizachyrium scoparium",265.75,137.738152023379,35,1,6,2,1
"1051","Agropyron repens",131.75,98.4744488626664,38,1,6,2,1
"1052","Agrostis scabra",0,26.4422901878047,38,1,6,2,1
"1053","Andropogon gerardi",0,0,38,1,6,2,0
"1054","Poa pratensis",0,0,38,1,6,2,0
"1055","Schizachyrium scoparium",0,0,38,1,6,2,0
"1056","Agropyron repens",80,94.3572556994736,39,1,6,2,1
"1057","Agrostis scabra",0,26.4977802580294,39,1,6,2,1
"1058","Andropogon gerardi",0,0,39,1,6,2,0
"1059","Poa pratensis",0,0,39,1,6,2,0
"1060","Schizachyrium scoparium",0,0,39,1,6,2,0
"1061","Agropyron repens",0,0,42,1,6,2,0
"1062","Agrostis scabra",0,41.074278991258,42,1,6,2,1
"1063","Andropogon gerardi",232.675,132.323415256809,42,1,6,2,1
"1064","Poa pratensis",0,0,42,1,6,2,0
"1065","Schizachyrium scoparium",0,0,42,1,6,2,0
"1066","Agropyron repens",183,100.176686236116,45,1,6,2,1
"1067","Agrostis scabra",0,26.6579706074025,45,1,6,2,1
"1068","Andropogon gerardi",0,0,45,1,6,2,0
"1069","Poa pratensis",0,0,45,1,6,2,0
"1070","Schizachyrium scoparium",0,0,45,1,6,2,0
"1071","Agropyron repens",122.75,78.7298369055338,46,1,6,2,1
"1072","Agrostis scabra",0,24.1194998632024,46,1,6,2,1
"1073","Andropogon gerardi",0,0,46,1,6,2,0
"1074","Poa pratensis",0,0,46,1,6,2,0
"1075","Schizachyrium scoparium",0,0,46,1,6,2,0
"1076","Agropyron repens",102.625,81.1301936579805,47,1,6,2,1
"1077","Agrostis scabra",0,24.8042909547926,47,1,6,2,1
"1078","Andropogon gerardi",0,0,47,1,6,2,0
"1079","Poa pratensis",0,0,47,1,6,2,0
"1080","Schizachyrium scoparium",0,0,47,1,6,2,0
"1081","Agropyron repens",105,77.6496141891724,48,1,6,2,1
"1082","Agrostis scabra",2.275,23.8086749731657,48,1,6,2,1
"1083","Andropogon gerardi",0,0,48,1,6,2,0
"1084","Poa pratensis",0,0,48,1,6,2,0
"1085","Schizachyrium scoparium",0,0,48,1,6,2,0
"1086","Agropyron repens",155.25,89.7820320338022,49,1,6,2,1
"1087","Agrostis scabra",0,25.8933382889704,49,1,6,2,1
"1088","Andropogon gerardi",0,0,49,1,6,2,0
"1089","Poa pratensis",0,0,49,1,6,2,0
"1090","Schizachyrium scoparium",0,0,49,1,6,2,0
"1091","Agropyron repens",112.75,82.9163783837173,50,1,6,2,1
"1092","Agrostis scabra",0,24.535157033767,50,1,6,2,1
"1093","Andropogon gerardi",0,0,50,1,6,2,0
"1094","Poa pratensis",0,0,50,1,6,2,0
"1095","Schizachyrium scoparium",0,0,50,1,6,2,0
"1096","Agropyron repens",57.075,77.7016211308186,51,1,6,2,1
"1097","Agrostis scabra",0,23.9561564323078,51,1,6,2,1
"1098","Andropogon gerardi",0,0,51,1,6,2,0
"1099","Poa pratensis",0,0,51,1,6,2,0
"1100","Schizachyrium scoparium",0,0,51,1,6,2,0
"1101","Agropyron repens",97.5,59.3389421691556,52,1,6,2,1
"1102","Agrostis scabra",1.25,21.178518164281,52,1,6,2,1
"1103","Andropogon gerardi",0,0,52,1,6,2,0
"1104","Poa pratensis",0,0,52,1,6,2,0
"1105","Schizachyrium scoparium",0,0,52,1,6,2,0
"1106","Agropyron repens",65.44444,46.8901632150528,57,1,6,2,1
"1107","Agrostis scabra",0,0,57,1,6,2,0
"1108","Andropogon gerardi",0,0,57,1,6,2,0
"1109","Poa pratensis",29.5,87.113247783625,57,1,6,2,1
"1110","Schizachyrium scoparium",0,0,57,1,6,2,0
"1111","Agropyron repens",11,46.0074968668038,58,1,6,2,1
"1112","Agrostis scabra",0,0,58,1,6,2,0
"1113","Andropogon gerardi",0,0,58,1,6,2,0
"1114","Poa pratensis",103.23636,85.1905609662298,58,1,6,2,1
"1115","Schizachyrium scoparium",0,0,58,1,6,2,0
"1116","Agropyron repens",0,13.9772688842399,59,1,6,2,1
"1117","Agrostis scabra",0,0,59,1,6,2,0
"1118","Andropogon gerardi",0,0,59,1,6,2,0
"1119","Poa pratensis",0,0,59,1,6,2,0
"1120","Schizachyrium scoparium",154.45454,110.892470047913,59,1,6,2,1
"1121","Agropyron repens",74.53636,47.3002507844275,60,1,6,2,1
"1122","Agrostis scabra",0,0,60,1,6,2,0
"1123","Andropogon gerardi",0,0,60,1,6,2,0
"1124","Poa pratensis",3.87273,87.493840511421,60,1,6,2,1
"1125","Schizachyrium scoparium",0,0,60,1,6,2,0
"1126","Agropyron repens",0,13.9211413757515,61,1,6,2,1
"1127","Agrostis scabra",0,0,61,1,6,2,0
"1128","Andropogon gerardi",0,0,61,1,6,2,0
"1129","Poa pratensis",0,0,61,1,6,2,0
"1130","Schizachyrium scoparium",187,98.7861019255313,61,1,6,2,1
"1131","Agropyron repens",92.5,43.0385999173284,62,1,6,2,1
"1132","Agrostis scabra",0,0,62,1,6,2,0
"1133","Andropogon gerardi",0,0,62,1,6,2,0
"1134","Poa pratensis",4.25,79.7631041332988,62,1,6,2,1
"1135","Schizachyrium scoparium",0,0,62,1,6,2,0
"1136","Agropyron repens",0,13.9226720101752,64,1,6,2,1
"1137","Agrostis scabra",0,0,64,1,6,2,0
"1138","Andropogon gerardi",0,0,64,1,6,2,0
"1139","Poa pratensis",0,0,64,1,6,2,0
"1140","Schizachyrium scoparium",223.90909,110.335581694692,64,1,6,2,1
"1141","Agropyron repens",16.5,19.4910108854284,1,2,6,2,1
"1142","Agrostis scabra",0,0,1,2,6,2,0
"1143","Andropogon gerardi",0,0,1,2,6,2,0
"1144","Poa pratensis",0,35.2094263561701,1,2,6,2,1
"1145","Schizachyrium scoparium",0,0,1,2,6,2,0
"1146","Agropyron repens",0,7.14296293619596,2,2,6,2,1
"1147","Agrostis scabra",0,0,2,2,6,2,0
"1148","Andropogon gerardi",0,0,2,2,6,2,0
"1149","Poa pratensis",0,0,2,2,6,2,0
"1150","Schizachyrium scoparium",81.18889,46.3791298903754,2,2,6,2,1
"1151","Agropyron repens",0,8.41774893732103,3,2,6,2,1
"1152","Agrostis scabra",0,0,3,2,6,2,0
"1153","Andropogon gerardi",0,0,3,2,6,2,0
"1154","Poa pratensis",0,0,3,2,6,2,0
"1155","Schizachyrium scoparium",89.27273,50.9713978541863,3,2,6,2,1
"1156","Agropyron repens",13.9,31.9351226432283,4,2,6,2,1
"1157","Agrostis scabra",83.72727,14.8554954884933,4,2,6,2,1
"1158","Andropogon gerardi",0,0,4,2,6,2,0
"1159","Poa pratensis",0,0,4,2,6,2,0
"1160","Schizachyrium scoparium",0,0,4,2,6,2,0
"1161","Agropyron repens",0,20.1251667462113,6,2,6,2,1
"1162","Agrostis scabra",0,0,6,2,6,2,0
"1163","Andropogon gerardi",0,0,6,2,6,2,0
"1164","Poa pratensis",35.14545,36.3889713455416,6,2,6,2,1
"1165","Schizachyrium scoparium",0,0,6,2,6,2,0
"1166","Agropyron repens",0,0,7,2,6,2,0
"1167","Agrostis scabra",0,23.8209089674945,7,2,6,2,1
"1168","Andropogon gerardi",33.5,42.2819232166398,7,2,6,2,1
"1169","Poa pratensis",0,0,7,2,6,2,0
"1170","Schizachyrium scoparium",0,0,7,2,6,2,0
"1171","Agropyron repens",0,0,9,2,6,2,0
"1172","Agrostis scabra",0,0,9,2,6,2,0
"1173","Andropogon gerardi",0,0,9,2,6,2,0
"1174","Poa pratensis",1.82727,22.0595304778653,9,2,6,2,1
"1175","Schizachyrium scoparium",54.13636,55.540843685736,9,2,6,2,1
"1176","Agropyron repens",0,0,12,2,6,2,0
"1177","Agrostis scabra",0,16.422206984029,12,2,6,2,1
"1178","Andropogon gerardi",0,0,12,2,6,2,0
"1179","Poa pratensis",0,0,12,2,6,2,0
"1180","Schizachyrium scoparium",109.5,49.7024199083126,12,2,6,2,1
"1181","Agropyron repens",0,0,14,2,6,2,0
"1182","Agrostis scabra",0,0,14,2,6,2,0
"1183","Andropogon gerardi",0,0,14,2,6,2,0
"1184","Poa pratensis",0,19.9739987522285,14,2,6,2,1
"1185","Schizachyrium scoparium",45,49.9117914809007,14,2,6,2,1
"1186","Agropyron repens",0,0,16,2,6,2,0
"1187","Agrostis scabra",0,0,16,2,6,2,0
"1188","Andropogon gerardi",0,0,16,2,6,2,0
"1189","Poa pratensis",0.125,19.9603308701183,16,2,6,2,1
"1190","Schizachyrium scoparium",26.75,49.7095310452664,16,2,6,2,1
"1191","Agropyron repens",29.75,19.3628693879184,17,2,6,2,1
"1192","Agrostis scabra",0,0,17,2,6,2,0
"1193","Andropogon gerardi",0,0,17,2,6,2,0
"1194","Poa pratensis",13.75,35.1021052790145,17,2,6,2,1
"1195","Schizachyrium scoparium",0,0,17,2,6,2,0
"1196","Agropyron repens",8,20.9416131437418,19,2,6,2,1
"1197","Agrostis scabra",0,0,19,2,6,2,0
"1198","Andropogon gerardi",0,0,19,2,6,2,0
"1199","Poa pratensis",14.25,38.0589946010105,19,2,6,2,1
"1200","Schizachyrium scoparium",0,0,19,2,6,2,0
"1201","Agropyron repens",0,8.90569362568178,21,2,6,2,1
"1202","Agrostis scabra",0,0,21,2,6,2,0
"1203","Andropogon gerardi",0,0,21,2,6,2,0
"1204","Poa pratensis",0,0,21,2,6,2,0
"1205","Schizachyrium scoparium",38.75,54.6171098252898,21,2,6,2,1
"1206","Agropyron repens",15.75,34.3857026037421,25,2,6,2,1
"1207","Agrostis scabra",2,15.3517600971247,25,2,6,2,1
"1208","Andropogon gerardi",0,0,25,2,6,2,0
"1209","Poa pratensis",0,0,25,2,6,2,0
"1210","Schizachyrium scoparium",0,0,25,2,6,2,0
"1211","Agropyron repens",0.25,35.2113342881456,26,2,6,2,1
"1212","Agrostis scabra",1.75,15.6264905574342,26,2,6,2,1
"1213","Andropogon gerardi",0,0,26,2,6,2,0
"1214","Poa pratensis",0,0,26,2,6,2,0
"1215","Schizachyrium scoparium",0,0,26,2,6,2,0
"1216","Agropyron repens",15.275,35.997658271982,27,2,6,2,1
"1217","Agrostis scabra",1.55,15.9935308401711,27,2,6,2,1
"1218","Andropogon gerardi",0,0,27,2,6,2,0
"1219","Poa pratensis",0,0,27,2,6,2,0
"1220","Schizachyrium scoparium",0,0,27,2,6,2,0
"1221","Agropyron repens",31,29.7200926269396,28,2,6,2,1
"1222","Agrostis scabra",0,14.065254876922,28,2,6,2,1
"1223","Andropogon gerardi",0,0,28,2,6,2,0
"1224","Poa pratensis",0,0,28,2,6,2,0
"1225","Schizachyrium scoparium",0,0,28,2,6,2,0
"1226","Agropyron repens",27.65,37.5560120203851,29,2,6,2,1
"1227","Agrostis scabra",0,16.3571754851009,29,2,6,2,1
"1228","Andropogon gerardi",0,0,29,2,6,2,0
"1229","Poa pratensis",0,0,29,2,6,2,0
"1230","Schizachyrium scoparium",0,0,29,2,6,2,0
"1231","Agropyron repens",18.75,36.2092027493217,31,2,6,2,1
"1232","Agrostis scabra",6,15.889397026611,31,2,6,2,1
"1233","Andropogon gerardi",0,0,31,2,6,2,0
"1234","Poa pratensis",0,0,31,2,6,2,0
"1235","Schizachyrium scoparium",0,0,31,2,6,2,0
"1236","Agropyron repens",21.775,34.6528738998002,32,2,6,2,1
"1237","Agrostis scabra",0,15.6394864122963,32,2,6,2,1
"1238","Andropogon gerardi",0,0,32,2,6,2,0
"1239","Poa pratensis",0,0,32,2,6,2,0
"1240","Schizachyrium scoparium",0,0,32,2,6,2,0
"1241","Agropyron repens",0,0,33,2,6,2,0
"1242","Agrostis scabra",0,0,33,2,6,2,0
"1243","Andropogon gerardi",0,0,33,2,6,2,0
"1244","Poa pratensis",0,18.9210283266017,33,2,6,2,1
"1245","Schizachyrium scoparium",65,46.952363884923,33,2,6,2,1
"1246","Agropyron repens",0,0,35,2,6,2,0
"1247","Agrostis scabra",0,16.9797509202917,35,2,6,2,1
"1248","Andropogon gerardi",0,0,35,2,6,2,0
"1249","Poa pratensis",0,0,35,2,6,2,0
"1250","Schizachyrium scoparium",82.25,53.1760178236469,35,2,6,2,1
"1251","Agropyron repens",0,0,40,2,6,2,0
"1252","Agrostis scabra",0,24.7076384884139,40,2,6,2,1
"1253","Andropogon gerardi",94.675,45.1779271228007,40,2,6,2,1
"1254","Poa pratensis",0,0,40,2,6,2,0
"1255","Schizachyrium scoparium",0,0,40,2,6,2,0
"1256","Agropyron repens",0,0,41,2,6,2,0
"1257","Agrostis scabra",0,0,41,2,6,2,0
"1258","Andropogon gerardi",0,0,41,2,6,2,0
"1259","Poa pratensis",0.05455,19.9138427948843,41,2,6,2,1
"1260","Schizachyrium scoparium",67.32727,49.5782727628032,41,2,6,2,1
"1261","Agropyron repens",0,0,44,2,6,2,0
"1262","Agrostis scabra",0,26.5445459500908,44,2,6,2,1
"1263","Andropogon gerardi",22.25,49.476317169785,44,2,6,2,1
"1264","Poa pratensis",0,0,44,2,6,2,0
"1265","Schizachyrium scoparium",0,0,44,2,6,2,0
"1266","Agropyron repens",37.4,23.4849385072725,45,2,6,2,1
"1267","Agrostis scabra",0,0,45,2,6,2,0
"1268","Andropogon gerardi",0,0,45,2,6,2,0
"1269","Poa pratensis",2.25455,42.5098580782577,45,2,6,2,1
"1270","Schizachyrium scoparium",0,0,45,2,6,2,0
"1271","Agropyron repens",28.75,37.7333770134467,47,2,6,2,1
"1272","Agrostis scabra",0,16.4468948443753,47,2,6,2,1
"1273","Andropogon gerardi",0,0,47,2,6,2,0
"1274","Poa pratensis",0,0,47,2,6,2,0
"1275","Schizachyrium scoparium",0,0,47,2,6,2,0
"1276","Agropyron repens",0,7.79674443225553,49,2,6,2,1
"1277","Agrostis scabra",0,0,49,2,6,2,0
"1278","Andropogon gerardi",0,0,49,2,6,2,0
"1279","Poa pratensis",0,0,49,2,6,2,0
"1280","Schizachyrium scoparium",51.75,51.0603057975261,49,2,6,2,1
"1281","Agropyron repens",13.5,22.1771086957331,50,2,6,2,1
"1282","Agrostis scabra",0,0,50,2,6,2,0
"1283","Andropogon gerardi",0,0,50,2,6,2,0
"1284","Poa pratensis",18.77778,40.0708429963106,50,2,6,2,1
"1285","Schizachyrium scoparium",0,0,50,2,6,2,0
"1286","Agropyron repens",31.5,38.5374367892741,51,2,6,2,1
"1287","Agrostis scabra",0,16.4785242159208,51,2,6,2,1
"1288","Andropogon gerardi",0,0,51,2,6,2,0
"1289","Poa pratensis",0,0,51,2,6,2,0
"1290","Schizachyrium scoparium",0,0,51,2,6,2,0
"1291","Agropyron repens",28.75,35.0991330859374,52,2,6,2,1
"1292","Agrostis scabra",0.025,15.7581261230821,52,2,6,2,1
"1293","Andropogon gerardi",0,0,52,2,6,2,0
"1294","Poa pratensis",0,0,52,2,6,2,0
"1295","Schizachyrium scoparium",0,0,52,2,6,2,0
"1296","Agropyron repens",0,0,53,2,6,2,0
"1297","Agrostis scabra",0,0,53,2,6,2,0
"1298","Andropogon gerardi",0,0,53,2,6,2,0
"1299","Poa pratensis",0,18.6196006128551,53,2,6,2,1
"1300","Schizachyrium scoparium",125.33333,46.1482971691177,53,2,6,2,1
"1301","Agropyron repens",0,0,55,2,6,2,0
"1302","Agrostis scabra",0,17.1654486575251,55,2,6,2,1
"1303","Andropogon gerardi",0,0,55,2,6,2,0
"1304","Poa pratensis",0,0,55,2,6,2,0
"1305","Schizachyrium scoparium",102.5,54.3790929470452,55,2,6,2,1
"1306","Agropyron repens",0,8.48707786056687,58,2,6,2,1
"1307","Agrostis scabra",0,0,58,2,6,2,0
"1308","Andropogon gerardi",0,0,58,2,6,2,0
"1309","Poa pratensis",0,0,58,2,6,2,0
"1310","Schizachyrium scoparium",63.08182,51.3827192331688,58,2,6,2,1
"1311","Agropyron repens",24.5,33.8018346392289,59,2,6,2,1
"1312","Agrostis scabra",10,15.3707246173559,59,2,6,2,1
"1313","Andropogon gerardi",0,0,59,2,6,2,0
"1314","Poa pratensis",0,0,59,2,6,2,0
"1315","Schizachyrium scoparium",0,0,59,2,6,2,0
"1316","Agropyron repens",42.875,34.193219319434,60,2,6,2,1
"1317","Agrostis scabra",0,15.3054667505692,60,2,6,2,1
"1318","Andropogon gerardi",0,0,60,2,6,2,0
"1319","Poa pratensis",0,0,60,2,6,2,0
"1320","Schizachyrium scoparium",0,0,60,2,6,2,0
"1321","Agropyron repens",0,7.94589733161772,61,2,6,2,1
"1322","Agrostis scabra",0,0,61,2,6,2,0
"1323","Andropogon gerardi",0,0,61,2,6,2,0
"1324","Poa pratensis",0,0,61,2,6,2,0
"1325","Schizachyrium scoparium",40.25,46.97793330829,61,2,6,2,1
"1326","Agropyron repens",61,33.0849419255543,63,2,6,2,1
"1327","Agrostis scabra",17.75,15.0028523159589,63,2,6,2,1
"1328","Andropogon gerardi",0,0,63,2,6,2,0
"1329","Poa pratensis",0,0,63,2,6,2,0
"1330","Schizachyrium scoparium",0,0,63,2,6,2,0
"1331","Agropyron repens",90.25,33.5302735408193,64,2,6,2,1
"1332","Agrostis scabra",0,15.2949806287947,64,2,6,2,1
"1333","Andropogon gerardi",0,0,64,2,6,2,0
"1334","Poa pratensis",0,0,64,2,6,2,0
"1335","Schizachyrium scoparium",0,0,64,2,6,2,0
"1336","Agropyron repens",0,0,2,3,6,2,0
"1337","Agrostis scabra",0,0,2,3,6,2,0
"1338","Andropogon gerardi",0,0,2,3,6,2,0
"1339","Poa pratensis",0,10.3788323021365,2,3,6,2,1
"1340","Schizachyrium scoparium",6,24.7434785819088,2,3,6,2,1
"1341","Agropyron repens",0,0,3,3,6,2,0
"1342","Agrostis scabra",0,0,3,3,6,2,0
"1343","Andropogon gerardi",0,0,3,3,6,2,0
"1344","Poa pratensis",1.81818,10.6872447979851,3,3,6,2,1
"1345","Schizachyrium scoparium",18.27273,25.3762490844484,3,3,6,2,1
"1346","Agropyron repens",0,0,4,3,6,2,0
"1347","Agrostis scabra",0,0,4,3,6,2,0
"1348","Andropogon gerardi",0,0,4,3,6,2,0
"1349","Poa pratensis",0,9.10391566961361,4,3,6,2,1
"1350","Schizachyrium scoparium",9.5,21.4490613586106,4,3,6,2,1
"1351","Agropyron repens",0,0,6,3,6,2,0
"1352","Agrostis scabra",0,0,6,3,6,2,0
"1353","Andropogon gerardi",0,0,6,3,6,2,0
"1354","Poa pratensis",1,10.5140337826984,6,3,6,2,1
"1355","Schizachyrium scoparium",30.5,24.9111584914918,6,3,6,2,1
"1356","Agropyron repens",23,10.7525636955608,10,3,6,2,1
"1357","Agrostis scabra",0,0,10,3,6,2,0
"1358","Andropogon gerardi",0,0,10,3,6,2,0
"1359","Poa pratensis",1.09091,18.9864080055482,10,3,6,2,1
"1360","Schizachyrium scoparium",0,0,10,3,6,2,0
"1361","Agropyron repens",0,17.0248309398212,14,3,6,2,1
"1362","Agrostis scabra",24,9.99001744169727,14,3,6,2,1
"1363","Andropogon gerardi",0,0,14,3,6,2,0
"1364","Poa pratensis",0,0,14,3,6,2,0
"1365","Schizachyrium scoparium",0,0,14,3,6,2,0
"1366","Agropyron repens",0,0,15,3,6,2,0
"1367","Agrostis scabra",0,10.5591680267354,15,3,6,2,1
"1368","Andropogon gerardi",0,0,15,3,6,2,0
"1369","Poa pratensis",0,0,15,3,6,2,0
"1370","Schizachyrium scoparium",6.675,22.4533140588596,15,3,6,2,1
"1371","Agropyron repens",0,0,16,3,6,2,0
"1372","Agrostis scabra",2.325,15.1249619198366,16,3,6,2,1
"1373","Andropogon gerardi",13.55,18.4185778709842,16,3,6,2,1
"1374","Poa pratensis",0,0,16,3,6,2,0
"1375","Schizachyrium scoparium",0,0,16,3,6,2,0
"1376","Agropyron repens",9.675,14.721102525434,17,3,6,2,1
"1377","Agrostis scabra",0.7,9.09897562361824,17,3,6,2,1
"1378","Andropogon gerardi",0,0,17,3,6,2,0
"1379","Poa pratensis",0,0,17,3,6,2,0
"1380","Schizachyrium scoparium",0,0,17,3,6,2,0
"1381","Agropyron repens",12,15.6894019032123,18,3,6,2,1
"1382","Agrostis scabra",1.5,9.37682800496,18,3,6,2,1
"1383","Andropogon gerardi",0,0,18,3,6,2,0
"1384","Poa pratensis",0,0,18,3,6,2,0
"1385","Schizachyrium scoparium",0,0,18,3,6,2,0
"1386","Agropyron repens",11.5,16.7474030738926,19,3,6,2,1
"1387","Agrostis scabra",0.1,9.88562687820248,19,3,6,2,1
"1388","Andropogon gerardi",0,0,19,3,6,2,0
"1389","Poa pratensis",0,0,19,3,6,2,0
"1390","Schizachyrium scoparium",0,0,19,3,6,2,0
"1391","Agropyron repens",2.5,16.5861723425183,20,3,6,2,1
"1392","Agrostis scabra",57,9.72541769496549,20,3,6,2,1
"1393","Andropogon gerardi",0,0,20,3,6,2,0
"1394","Poa pratensis",0,0,20,3,6,2,0
"1395","Schizachyrium scoparium",0,0,20,3,6,2,0
"1396","Agropyron repens",0,0,21,3,6,2,0
"1397","Agrostis scabra",13.575,16.223421792007,21,3,6,2,1
"1398","Andropogon gerardi",26.475,20.7207631228176,21,3,6,2,1
"1399","Poa pratensis",0,0,21,3,6,2,0
"1400","Schizachyrium scoparium",0,0,21,3,6,2,0
"1401","Agropyron repens",0,0,22,3,6,2,0
"1402","Agrostis scabra",0.275,10.376108655253,22,3,6,2,1
"1403","Andropogon gerardi",0,0,22,3,6,2,0
"1404","Poa pratensis",0,0,22,3,6,2,0
"1405","Schizachyrium scoparium",14.125,21.7963563896234,22,3,6,2,1
"1406","Agropyron repens",0,0,24,3,6,2,0
"1407","Agrostis scabra",0.75,16.3119217079776,24,3,6,2,1
"1408","Andropogon gerardi",22,20.6964207800304,24,3,6,2,1
"1409","Poa pratensis",0,0,24,3,6,2,0
"1410","Schizachyrium scoparium",0,0,24,3,6,2,0
"1411","Agropyron repens",1,16.0506942818512,25,3,6,2,1
"1412","Agrostis scabra",17.75,9.51776783089681,25,3,6,2,1
"1413","Andropogon gerardi",0,0,25,3,6,2,0
"1414","Poa pratensis",0,0,25,3,6,2,0
"1415","Schizachyrium scoparium",0,0,25,3,6,2,0
"1416","Agropyron repens",21,15.5060853702209,26,3,6,2,1
"1417","Agrostis scabra",0,9.33012955730505,26,3,6,2,1
"1418","Andropogon gerardi",0,0,26,3,6,2,0
"1419","Poa pratensis",0,0,26,3,6,2,0
"1420","Schizachyrium scoparium",0,0,26,3,6,2,0
"1421","Agropyron repens",14.79091,14.7137118945866,27,3,6,2,1
"1422","Agrostis scabra",0.64545,9.09803149686624,27,3,6,2,1
"1423","Andropogon gerardi",0,0,27,3,6,2,0
"1424","Poa pratensis",0,0,27,3,6,2,0
"1425","Schizachyrium scoparium",0,0,27,3,6,2,0
"1426","Agropyron repens",8.9,15.476588753382,28,3,6,2,1
"1427","Agrostis scabra",1.45,9.29388389927498,28,3,6,2,1
"1428","Andropogon gerardi",0,0,28,3,6,2,0
"1429","Poa pratensis",0,0,28,3,6,2,0
"1430","Schizachyrium scoparium",0,0,28,3,6,2,0
"1431","Agropyron repens",0,0,29,3,6,2,0
"1432","Agrostis scabra",0,10.3832819159791,29,3,6,2,1
"1433","Andropogon gerardi",0,0,29,3,6,2,0
"1434","Poa pratensis",0,0,29,3,6,2,0
"1435","Schizachyrium scoparium",31.15,21.826952793507,29,3,6,2,1
"1436","Agropyron repens",2.25455,10.7048151723996,34,3,6,2,1
"1437","Agrostis scabra",0,0,34,3,6,2,0
"1438","Andropogon gerardi",0,0,34,3,6,2,0
"1439","Poa pratensis",20.48182,19.1094065967794,34,3,6,2,1
"1440","Schizachyrium scoparium",0,0,34,3,6,2,0
"1441","Agropyron repens",0.87273,4.72335092126815,35,3,6,2,1
"1442","Agrostis scabra",0,0,35,3,6,2,0
"1443","Andropogon gerardi",0,0,35,3,6,2,0
"1444","Poa pratensis",0,0,35,3,6,2,0
"1445","Schizachyrium scoparium",48.72727,25.04998881366,35,3,6,2,1
"1446","Agropyron repens",0,0,39,3,6,2,0
"1447","Agrostis scabra",0,0,39,3,6,2,0
"1448","Andropogon gerardi",0,0,39,3,6,2,0
"1449","Poa pratensis",1.95,11.2818187272711,39,3,6,2,1
"1450","Schizachyrium scoparium",39.25,27.0051630341225,39,3,6,2,1
"1451","Agropyron repens",20.25,12.4134232935441,41,3,6,2,1
"1452","Agrostis scabra",0,0,41,3,6,2,0
"1453","Andropogon gerardi",0,0,41,3,6,2,0
"1454","Poa pratensis",7,22.1312604734166,41,3,6,2,1
"1455","Schizachyrium scoparium",0,0,41,3,6,2,0
